,SINCE_DATE,UNITIL_DATE,SPOTIFY_URL
0,2020-04-01,2020-04-30,https://open.spotify.com/track/0tKMamnso5wSOV5InBk1kl?si=GpguHKGBS6mhIVJjyaS5wA
1,2020-04-01,2020-04-30,https://open.spotify.com/track/5cHpzOCrgpnjKuoFqOUIdw?si=hQ3N92O3TfmEg0UY6Vxymw
2,2020-04-01,2020-04-30,https://open.spotify.com/track/0SANyOWaoaLPN7eFcEAXyy?si=dFbAV78bQCeIZLqvkrCGhw
3,2020-04-01,2020-04-30,https://open.spotify.com/playlist/0LDP6WhRTdrpgH2IhW1h4A?si=X5On-fNQRzStkJbSIgBY1w
4,2020-04-01,2020-04-30,https://open.spotify.com/track/0Fut8bkxJc6H4Rh951Nxc4?si=0F0JAtjSTOCC2JeKVdafww
5,2020-04-01,2020-04-30,https://open.spotify.com/track/5hJFhO9dvhJoDvUZZ9iWSw?si=DEa4x_sFRgCVlJ7ZOX09Eg
6,2020-04-01,2020-04-30,https://open.spotify.com/track/1n99s09TM651WSXOMxyoHF?si=hZpef-2yR9ePauAkfahVnQ
7,2020-04-01,2020-04-30,https://open.spotify.com/track/7Bz8EMztiuSJeHIjrBw7pw?si=Cfv2VlDWT9qAPCsQiPL7jw
8,2020-04-01,2020-04-30,https://open.spotify.com/track/5mIOsPuQdXchVY0jB5NO9Q?si=Z1mlvN6ETImB4FI9g-jddQ
9,2020-04-01,2020-04-30,https://open.spotify.com/track/2T6vl6AKA5HNDfeG1jQY2q?si=MfrszK9yQPueAIDvIpCBeA
10,2020-04-01,2020-04-30,https://open.spotify.com/track/6REbwUNlppTfcnV4d4ZoZi?si=7gEpee86QyGnDTcd-PriuA
11,2020-04-01,2020-04-30,https://open.spotify.com/track/6PKimcWAtxHhiBBlFv348r?si=Qc4juCQZQMC7NiUp4rVSqQ
12,2020-04-01,2020-04-30,https://open.spotify.com/track/6I9VzXrHxO9rA9A5euc8Ak?si=t6mexcMpTCe_rG3LDoQjNA
13,2020-04-01,2020-04-30,https://open.spotify.com/track/79B0JuIVtTkBbNVhj3OOXu?si=5wRj2PcXTcuoRJg8N6jnnQ
14,2020-04-01,2020-04-30,https://open.spotify.com/track/1DzDLJZby3msIWMjFgRFAU?si=rBG3_j0eSs65TtUSj6NMyg
15,2020-04-01,2020-04-30,https://open.spotify.com/track/490Dj28EXB4ySIvBfWpgER?si=gdnTDZ1DQJmoWbZb8AUOnQ
16,2020-04-01,2020-04-30,https://open.spotify.com/track/3xCT8j75s4yGLJULuWNzsl?si=3LWPaldIS3exhpf774mEfw
17,2020-04-01,2020-04-30,https://open.spotify.com/track/0iaoLp220zq0YyfDWMK9XY?si=MWBoEcWFSkqNx8ljzRm-4g
18,2020-04-01,2020-04-30,https://open.spotify.com/track/5j9yOfRB2s6OMS1YwwYiMw?si=pNKt6h6oQx2VW3hyPFdtfg
19,2020-04-01,2020-04-30,https://track.adform.net/C/?CC=1&bn=41279147
20,2020-04-01,2020-04-30,https://open.spotify.com/track/4RGRfGjhTxsCkLaHFF90Bq?si=26sy5Qi6QQO4vj4NTaIYNA
21,2020-04-01,2020-04-30,https://open.spotify.com/track/38skB1K2bX6lQEiQQyMboa?si=buJip_RUTAqNyC4UKMynLw
22,2020-04-01,2020-04-30,https://open.spotify.com/track/1w68dw4EgQy5aUgpBuZQVj?si=Pm2IfCkOQiqP45ileQHsXw
23,2020-04-01,2020-04-30,https://open.spotify.com/track/5Bz8uOLDBcryEcqwifJR4J?si=9psaXH9ZTnqvWzz5qQL1oQ
24,2020-04-01,2020-04-30,https://open.spotify.com/track/2GvbK34eLArbttr0bXRu4l?si=tBi4dSTpSOCV-IdEAWtcVA
25,2020-04-01,2020-04-30,https://open.spotify.com/track/37p1w1stFIZcVywSu2uKqv?si=m9TzCxNnRmaegmAH5sIrMQ
26,2020-04-01,2020-04-30,https://open.spotify.com/track/26D1PRJjD9Jj1JGRk88KVc?si=nw2uL24PQTOPF6LRuIwfZQ
27,2020-04-01,2020-04-30,https://open.spotify.com/track/3OWPTNOfyG539n1Ol2xnNV?si=bkm_84hMRtSp3O5xhya0sw
28,2020-04-01,2020-04-30,https://open.spotify.com/playlist/6frhTHiaYGp7nll360ahUI?si=Ez8bkM98Tw-Nbo8RxSDfJg
29,2020-04-01,2020-04-30,https://open.spotify.com/track/3Lmj0lTj8iQn8BSq2UJFkO?si=E8m2R1OuSzCLXXYyxGKQsA
30,2020-04-01,2020-04-30,https://open.spotify.com/track/681d4MpMnAJ0CRlYD07yjE?si=1tJ6zeE0SyC0db7w0jrJdw
31,2020-04-01,2020-04-30,https://open.spotify.com/track/05m3Pl8gI9JiySe6IoISa5?si=aw44ZgEoSKuoIjDyTD4jWQ
32,2020-04-01,2020-04-30,https://open.spotify.com/track/40YbWniIEmqy6s58fYXLUh?si=FHdBuEZKSqGVuYrmP_pfCQ
33,2020-04-01,2020-04-30,https://open.spotify.com/track/6kCjKljGsnyzXaKKH9Cbgu?si=bwEoa81RQ1ilebYhS8YQ4A
34,2020-04-01,2020-04-30,https://open.spotify.com/track/3xyUrifZ7HHrdudQi24GsQ?si=vgClBzwdT1yAnEQa-LkzPw
35,2020-04-01,2020-04-30,https://open.spotify.com/track/4hmbwcUs392W3YQzpO0fcj?si=Bmbz8nZ0RriROXV8hKr6tg
36,2020-04-01,2020-04-30,https://open.spotify.com/track/4SNmnM1IwxTbfSilKbrUJF?si=kdlO-nZAT7KH-Yc7ifvx4Q
37,2020-04-01,2020-04-30,https://open.spotify.com/track/3qk4wRMDlaeagZGjSYbsOV
38,2020-04-01,2020-04-30,https://open.spotify.com/track/644wEqujhPdUj7RNGev7gx?si=NB9TnC8YQq2YkBulLpi3pA
39,2020-04-01,2020-04-30,https://open.spotify.com/track/5XywV003gFtRApFnOlCYpU?si=KLO9HHGGTK6WymausjUkrA
40,2020-04-01,2020-04-30,https://open.spotify.com/track/006Bi4j0yzwOc3y69GOlYV?si=zWM-K51uRz-nuJctFxsgPQ
41,2020-04-01,2020-04-30,https://open.spotify.com/track/62cYasTwBy6Y7pstdSTmHu?si=u1ZTt_cITXWBJJniY8W01w
42,2020-04-01,2020-04-30,https://open.spotify.com/track/4vLYewWIvqHfKtJDk8c8tq?si=W_ECVXXkT8CGUR60zTPXvg
43,2020-04-01,2020-04-30,https://tazoselmachips.com.br/?utm_source=Twitter&utm_medium=Ads&utm_campaign=PBF_BR_N_PEPSICO_ELMA-CHIPS_-_P_PAC-MAN_TW_-_POST_MARCA--DORITOS-2_20_23.1_15.11&utm_content=PAC-MAN_CPI_TG_PAC-MAC_VIDEO_7-10S&utm_term=
44,2020-04-01,2020-04-30,https://open.spotify.com/track/1klGbW5a9qTBFUjFfddbmU?si=bFMrap2_T1CVXtlN_X5y_w
45,2020-04-01,2020-04-30,https://open.spotify.com/track/4fnABiTxG51eZFMXH3ityG?si=iRgEyhLjS2C_WdFpSkH1Rw
46,2020-04-01,2020-04-30,https://open.spotify.com/episode/4QUtdIvkYrEa4nvVQTDQ81?si=ppjBLqFdSGCeOy6rTBqkOQ
47,2020-04-01,2020-04-30,https://open.spotify.com/track/1y2plShqBMDQ0T6ZhmfmeE?si=8UHX8HyTQ1upOTOdYtQhCw
48,2020-04-01,2020-04-30,https://open.spotify.com/track/2Nqk4SS0XKxcmBMCCE2pk8?si=I_s0dEuIR_KYYDH6WyVrNg
49,2020-04-01,2020-04-30,https://open.spotify.com/track/3tEuFYWBimv6LeNS5lXBrx?si=z7AXj2ZuTUi2qfGsE7oaHg
50,2020-04-01,2020-04-30,https://open.spotify.com/album/7fh7hVzeUedcPTPCbydBGt?si=DBH1ikdURq2DE0O9g2JyCA
51,2020-04-01,2020-04-30,https://open.spotify.com/track/5fi2bhWaJMj7I3DmoQAF0x
52,2020-04-01,2020-04-30,https://open.spotify.com/track/3IpgGfyVcLMhKGFI093bih?si=8-HLEgCzSv2L4q1gvqwoGg
53,2020-04-01,2020-04-30,https://open.spotify.com/track/5KgiTDTshu1Hdc2lbcVs76?si=9oZ1dAkfSG27lVpvtS3-1g
54,2020-04-01,2020-04-30,https://open.spotify.com/track/7mf1hxau7AkuXEYbqHrOWh?si=l0QmAZYqQvC8IMx59NIGAA
55,2020-04-01,2020-04-30,https://open.spotify.com/track/3QyBSt6QmLIFjKWxQgVcMS?si=J96L23FiSfulLvBa_xv9Ig
56,2020-04-01,2020-04-30,https://open.spotify.com/track/7uSdpAkxgB0948bW7yjjJO?si=jSTC9Z9KQMyeXB-vs19MdA
57,2020-04-01,2020-04-30,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac?context=spotify%3Aplaylist%3A37i9dQZF1DXcBWIGoYBM5M&si=WGk2smjWTNyF92SFzJ1gaQ
58,2020-04-01,2020-04-30,https://open.spotify.com/track/1uagtkcxl2v3G1gHGZAtg1?si=t8euQxgFQYqbSqM3EWjfMA
59,2020-04-01,2020-04-30,https://open.spotify.com/track/1JP3iGUerYKKYQwXGQGYks?si=zJSHshi6RouJzzQg9IxeHA
60,2020-04-01,2020-04-30,https://open.spotify.com/track/2LSsFt8nWQrm6mTlAMawOs?si=qXJuLoC-SRCeWoJQjbj-Cw
61,2020-04-01,2020-04-30,https://open.spotify.com/track/3v9AdRBSJc9yDtlPal8Cl5?si=aZKCWX2hQuaFtbxjqGdpgA
62,2020-04-01,2020-04-30,https://open.spotify.com/track/5xPC1Lo38q0TfqZPG63PaG?si=cIgvg1ZPRb6gJwgWxOLqJw
63,2020-04-01,2020-04-30,https://open.spotify.com/track/5RBU5iFUO1vKkYwZ2UQex1?si=kJHtOrB3RS6tQpbdatw6rg
64,2020-04-01,2020-04-30,https://open.spotify.com/track/1JP3iGUerYKKYQwXGQGYks?si=YEB6zjuNT7yCEfJ9t5YMYg
65,2020-04-01,2020-04-30,https://open.spotify.com/track/3GomZUR9Wc5btbFTL5DrJ0?si=-PQg3y2bTpGZ8RXLcIlu3A
66,2020-04-01,2020-04-30,https://open.spotify.com/track/0bZlIWF41B1ROGR7mJ53CO?si=F8_fcIEbQf-_Dg9My9vo7g
67,2020-04-01,2020-04-30,https://open.spotify.com/track/0qxYx4F3vm1AOnfux6dDxP?si=A_kzIz1ASY65IGgcbrfsPw
68,2020-04-01,2020-04-30,https://open.spotify.com/track/0kZYpObzhZ6gb6m34D4qts?si=0ldd5w5pQeuhbRzWRQKWfw
69,2020-04-01,2020-04-30,https://open.spotify.com/track/4zIeVpTzPblyHy5hZEQzgI?si=eBbssWz3TViOHq3oMML38w
70,2020-04-01,2020-04-30,https://open.spotify.com/track/0Fnb2pfBfu0ka33d6Yki17?si=OXFvd-PFREmaHiw1bqfAZg
71,2020-04-01,2020-04-30,https://open.spotify.com/track/1D3CocZpgUEU8Kk7BhDQKi?si=Ye6b0nWeRu2VnGTca7IUMg
72,2020-04-01,2020-04-30,https://open.spotify.com/track/1iSnXuadmWcq1WUDUjQvHt?si=EMhzsNWDSYifTL7nezxKbw
73,2020-04-01,2020-04-30,https://open.spotify.com/episode/1oLSvZiUnNIkpyJOOeejfx?si=nvOs4UBBTG2qwzgLNadAXw
74,2020-04-01,2020-04-30,https://open.spotify.com/playlist/3bbU7mkMBGT60sdFSzMw1h?si=jWVf5dZmRzu7WWq2GZUGaA
75,2020-04-01,2020-04-30,https://open.spotify.com/track/6DfzAEZizPvMb8jvGmBycL?si=ZipbKLm0S6W7uFgDqufT_g
76,2020-04-01,2020-04-30,https://open.spotify.com/track/1JP3iGUerYKKYQwXGQGYks?si=-M9w36H6TtW7AGhq51E5uQ
77,2020-04-01,2020-04-30,https://open.spotify.com/track/4n1ZGm3TxYmoYe1YR8cMus?si=P9tb6p5FTNq2mzGBIR1S4g
