,SINCE_DATE,UNITIL_DATE,SPOTIFY_URL
0,2020-05-01,2020-05-30,https://open.spotify.com/track/49o1cUqZlNOGcsr3qDOa93?si=hu_tO1s1TLWWvx744p9Ftg
1,2020-05-01,2020-05-30,https://open.spotify.com/track/5MONSe5L0aiJexp1q137ae?si=9pYQzXwnT32n8boFX3MnCA
2,2020-05-01,2020-05-30,https://open.spotify.com/episode/0I8fJ7MjCuQx6UYxYQQSou?si=tJsCFObFTwqHBGKCnDLVtQ
3,2020-05-01,2020-05-30,https://open.spotify.com/track/5pxtdhLAi0RTh1gNqhGMNA?si=ErSqwPk6S7W0m5-oMq-vQQ
4,2020-05-01,2020-05-30,https://open.spotify.com/track/0IQCOAw9ZAI6WnXIrl481F?si=q8d0GP6GQ6yKBzGhtxe9eQ
5,2020-05-01,2020-05-30,https://open.spotify.com/track/1IWNylpZ477gIVUDpJL66u?si=RY5DIjqpQjGwdPl1VQlL8Q
6,2020-05-01,2020-05-30,https://open.spotify.com/track/3EKHZhH9oZExuu4MEhM5f2?si=vwpSwOwDTvGQX_Nq37PnsQ
7,2020-05-01,2020-05-30,https://open.spotify.com/track/1kwHBEZm8C7uAArJqBJhd3?si=hras2zU3SYCtJyzhthDdpQ
8,2020-05-01,2020-05-30,https://open.spotify.com/track/2SkP3MIByz26LEAAQjauhl?si=tDaWYQWOSO6yD_xIErfqRg
9,2020-05-01,2020-05-30,https://open.spotify.com/album/378cxUQWsZRGFTpHAbZ9di?si=VE7k_osoSSWVqNgk7LTqpw
10,2020-05-01,2020-05-30,https://open.spotify.com/track/3tu2CtoR9RMfPoxHYNVubD?si=1r7yxYnUQ1SAtrv2wpPa3w
11,2020-05-01,2020-05-30,https://open.spotify.com/track/5l9iGzxu8h9wA1meQUZ9X4?si=sZNxD_9ZTBWIobPubeE9Gw
12,2020-05-01,2020-05-30,https://open.spotify.com/episode/3va3nxSsQJ1PRHibfo6MYf?si=CFgLrhJTRf-ZllL4kgRkXA
13,2020-05-01,2020-05-30,https://open.spotify.com/track/5JsxHA8NttHWThpTCToK1J?si=jOxztEzCQv-tCNXa2MLT7g
14,2020-05-01,2020-05-30,https://open.spotify.com/track/6IZV1oHW6c9fFoX8eBLwpb?si=GEATP_jXTGSaaW7HwZbjgg
15,2020-05-01,2020-05-30,https://open.spotify.com/track/0zzsyWc45eUcSjw4FNHxeN?si=2wGDBVXUT1KmYXZijQ_P5g
16,2020-05-01,2020-05-30,https://open.spotify.com/track/0zzsyWc45eUcSjw4FNHxeN?si=gz0BtgxtQmqm4rt53RosBg
17,2020-05-01,2020-05-30,https://open.spotify.com/track/6VeZ5fyUqBKBqzDJSO9Jb1?si=0V51EFYKRziU1qNnf3hiPQ
18,2020-05-01,2020-05-30,https://open.spotify.com/track/6IAgarq2wDeYzpsY2Kx0Hw?si=bEzwcNp5RzGcj6JjRM4R9g
19,2020-05-01,2020-05-30,https://open.spotify.com/episode/3VliA8q1tSJ80SL84ATRNq?si=cfeh2p4OQ2KLWLqtHsHDBw
20,2020-05-01,2020-05-30,https://open.spotify.com/album/71XhBGySJjyGOSHGVelZ4K?si=CgVURBsJRnyvEgXLWr334g
21,2020-05-01,2020-05-30,https://track.adform.net/C/?CC=1&bn=41279147
22,2020-05-01,2020-05-30,https://open.spotify.com/track/6EyBAa1cuLOFQrG1Z30tCl?si=I0UZSul7TKWXV6poTUk1Hg
23,2020-05-01,2020-05-30,https://open.spotify.com/track/0m7belwSddHEXz2mjlWSGi?si=qNayT_gZSa28jZB0TgDiIw
24,2020-05-01,2020-05-30,https://open.spotify.com/track/59GVdqSgb5UO7ciu9pP8d3?si=vV2f9Em6QSe6BH-uTd5j7Q
25,2020-05-01,2020-05-30,https://open.spotify.com/playlist/1iD2sB5LvImXWvoFrfAsn9?si=BHvI_7sTSXK8eM9zuoYLsQ
26,2020-05-01,2020-05-30,https://open.spotify.com/track/1hnTGSs1v4QJZmcR68BGh3?si=pNi_E1wiQL2MMnHMHWwoOw
27,2020-05-01,2020-05-30,https://open.spotify.com/track/04h9o3gtRD7fvGafF7ukJj?si=ErQ-sukKTTG8b2t0IbEsDQ
28,2020-05-01,2020-05-30,https://open.spotify.com/album/5cUY5chmS86cdonhoFdn8h?si=MghxmxA6RMu-Hx6yczaXFQ
29,2020-05-01,2020-05-30,https://open.spotify.com/track/0fMAyo16WDEhIGoQHMSFCK?si=ZzkyKyhKThi_0GA9lg-MOw
30,2020-05-01,2020-05-30,https://open.spotify.com/track/49N07rRWNp03L2HPCogaF0?si=fKIjMZ8yQ4KuACkhmNPYbA
31,2020-05-01,2020-05-30,https://open.spotify.com/track/4Qq8rERaPWkDuZsvSWR9LL?si=JLenLG2jRwW-0ri32YhgJg
32,2020-05-01,2020-05-30,https://open.spotify.com/album/0GKPCoElJBW7V2g8vbUadu?si=9BU_Fk-0R9CZEWjO4RGEjQ
33,2020-05-01,2020-05-30,https://open.spotify.com/track/5SUml4EGcGBOimsN4XhTqi?si=_6d_5LC3RBidi11X_BTVhg
34,2020-05-01,2020-05-30,https://open.spotify.com/album/1YZ3k65Mqw3G8FzYlW1mmp?si=51Dk0wyySkKt3hnCdDFrXA
35,2020-05-01,2020-05-30,https://open.spotify.com/track/6Xz7FeyE8HTP90HecgHV57?si=UTa3-P8BT8ijGywUhKUvQg
36,2020-05-01,2020-05-30,https://open.spotify.com/track/6jHEBSYyXDrr5iaqWUNROP?si=wzmsMt4_Riyuio_6MERV-A
37,2020-05-01,2020-05-30,https://open.spotify.com/artist/5ie2SvXgvXlTpyqkwLtSd7?si=p280D_NIT6eBxu5DLJqpOQ
38,2020-05-01,2020-05-30,https://open.spotify.com/track/3ean5e6RAA0iwKepBW3UqE?si=51eicJkMQFOqYioDFRuKTw
39,2020-05-01,2020-05-30,https://open.spotify.com/track/6prvUr8l3t7x5GY7heQb5w?si=HR_GZXazQhOiQeZWkwR-ww
40,2020-05-01,2020-05-30,https://open.spotify.com/episode/0I8fJ7MjCuQx6UYxYQQSou?si=5C88CCA-QbCQbBz57P3Lzw
41,2020-05-01,2020-05-30,https://open.spotify.com/album/0xym0raBJhG64y1Oc179TX
42,2020-05-01,2020-05-30,https://open.spotify.com/track/33UruYirrojJsIG5nckyIx?si=tV8tTj_1TH-jufdBnvzCJw
43,2020-05-01,2020-05-30,https://open.spotify.com/album/4u2rfEBM6izhhvq3BDYtBR?si=7RZf7OT9TTGFWtJMI7wq4Q
44,2020-05-01,2020-05-30,https://open.spotify.com/album/6KUvFczozuT5lwK5PRXd5M
45,2020-05-01,2020-05-30,https://open.spotify.com/track/2f8FHYOkBjxnNxBWXWBpsG?si=pZj_idRUTLCBEjNXzUx5EA
46,2020-05-01,2020-05-30,https://open.spotify.com/track/06u5LrUpbosQlQ1QJFhPpG?si=fdx2cUNxSjyWLzFy1aJ4EA
47,2020-05-01,2020-05-30,https://open.spotify.com/track/6X5eOJL7Po9wYEpXC0nGRc?si=2ZUul0y9QAKRy1X7xtx2yg
48,2020-05-01,2020-05-30,https://open.spotify.com/track/6qI0MU175Dk2DeoUjlrOpy?si=z2EBPQJuSma06mbcpA7Z1Q
49,2020-05-01,2020-05-30,https://open.spotify.com/episode/3va3nxSsQJ1PRHibfo6MYf?si=yUvRghwoQuuM8hGJh2ywbw
50,2020-05-01,2020-05-30,https://open.spotify.com/track/6E8ilL0Wg0wTW9Txwj2QWa?si=zaKwOrLtSKu1y7jaTjyFkg
51,2020-05-01,2020-05-30,https://open.spotify.com/track/7HmVPaknh8GnWgvs5ZZLlf?si=cJEdductSz-Ht6mrnAnC7A
52,2020-05-01,2020-05-30,https://open.spotify.com/album/05c49JgPmL4Uz2ZeqRx5SP?si=y1kj5HYYTAeM-xrx4yiCVg
53,2020-05-01,2020-05-30,https://open.spotify.com/track/4It6aechBYAqeqiBHvuvRL?si=q8G7pjKtSSOvAaucTUPGxQ
54,2020-05-01,2020-05-30,https://open.spotify.com/track/7JDbfYUHjDzQPFSDh5lzGs?si=LuOyCDPvSmSDZSGidFZJXQ
55,2020-05-01,2020-05-30,https://open.spotify.com/track/1yHQyxjXdS0TQDBog1RxSP?si=Q3dxvWKUTHyBhk3yvVTeOg
56,2020-05-01,2020-05-30,https://open.spotify.com/album/0jCwEcGYMi9scpn6RJsjJP?si=nu42D_j6QeihHSiDosyriA
57,2020-05-01,2020-05-30,https://open.spotify.com/track/6ma5YrSWaiKArovuEAVOMK?si=Ad9ZC-OCRjiypa5Or9OpaQ
