,SINCE_DATE,UNITIL_DATE,SPOTIFY_URL
0,2020-06-01,2020-06-30,https://open.spotify.com/track/6z8W73OeBhTKpm8HG12RF1?si=V-gmgQh4QjOYSIAZtT2ffg
1,2020-06-01,2020-06-30,https://track.adform.net/C/?CC=1&bn=40993014
2,2020-06-01,2020-06-30,https://open.spotify.com/track/5hM5arv9KDbCHS0k9uqwjr?si=n9R8F4uyTXKUyCnlqCG-1w
3,2020-06-01,2020-06-30,https://open.spotify.com/track/2OhprcIOp28mLv1zomzDTW?si=giYDquXgR9KPWKyKxi01Pg
4,2020-06-01,2020-06-30,https://open.spotify.com/track/6SQLk9HSNketfgs2AyIiMs?si=bYZKKcz0RI2ezkfr28ZYbA
5,2020-06-01,2020-06-30,https://open.spotify.com/track/53jbdPQBaH6WaQvW0zmGBs?si=AARJ51R-RhGsKjXYczyuKg
6,2020-06-01,2020-06-30,https://open.spotify.com/track/4HrhWdvQ621iRfmHzo5blh?si=u3I_0um3RPCReMP-ZXr61Q
7,2020-06-01,2020-06-30,https://open.spotify.com/user/6b3bx272ls3spttty55oersv8?si=OvN742ZrQvWHUTSgIi95Yg
8,2020-06-01,2020-06-30,https://open.spotify.com/album/6NtEjhPWfZcvJQuvjGX4bk?si=zwKrKkHaSF2KCRC9e04e5w
9,2020-06-01,2020-06-30,https://open.spotify.com/track/6UVHUZdy9IxpRQVh3YWG2q?si=_WLAeRWFT42oARsIJLOEmA
10,2020-06-01,2020-06-30,https://open.spotify.com/track/6an07nxWiB4D1AKDo15LEt?si=7wcAuT9aSPOzd57KEyxEew
11,2020-06-01,2020-06-30,https://open.spotify.com/track/7qYwkz7t9JeEl2qFXfI47S?si=hgpU3L6-Rieqzk6OrpY8bg
12,2020-06-01,2020-06-30,https://open.spotify.com/track/2bdr0FopG4WDla8mKpTwFv?si=9_QxQ5HIS82v8_1LsHLyRw
13,2020-06-01,2020-06-30,https://open.spotify.com/album/7mRlOJYRk9u7I8MteTkfzZ?si=DVDA8EdwRiOrmDFVkSxxuQ
14,2020-06-01,2020-06-30,https://open.spotify.com/track/56qdpEICxwSAGhCcqniHiS?si=E6kF416ETFKwllKNd5gRRA
15,2020-06-01,2020-06-30,https://open.spotify.com/episode/1Upfr1XVMxOU5OfLRNqcac?si=vPo28jSnTHunfwS73UfcSw
16,2020-06-01,2020-06-30,https://open.spotify.com/track/0y2CacdlG4D0t19kydFXuQ?si=FQeQ1NFuQpyyf_XVetoFrg
17,2020-06-01,2020-06-30,https://open.spotify.com/playlist/4p71NRUqBpIdNRSH6emli8?si=oo2Wso_yQ_anQ8hV6hxTOg
18,2020-06-01,2020-06-30,https://open.spotify.com/track/4PkJ7c9y1CwpuVOiJODnCZ?si=GW96SCwMRe-uN1gjj_BIWQ
19,2020-06-01,2020-06-30,https://open.spotify.com/album/4qgRTCHKE07CjolR5BSbs9?si=ebnc7_NeQtKWAwtdiqIEuA
20,2020-06-01,2020-06-30,https://open.spotify.com/track/78kSdgr1eKYrisjJWu8ENH?si=50Q276fCS3mct_8Phnq27g
21,2020-06-01,2020-06-30,https://open.spotify.com/track/5ARI6nFJGKE7htodjwHSFB?si=wapXFlDaS6S12hPruZZzdQ
22,2020-06-01,2020-06-30,https://track.adform.net/C/?CC=1&bn=41279147
23,2020-06-01,2020-06-30,https://open.spotify.com/track/5uZLsGY9fknBd5Rxr7AIss?si=otJfGRyPQzOfCy-7WMvpiw
